ï»¿Time,Time Code,Country Name,Country Code,GDP per unit of energy use (PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP],GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP.KD],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS],"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP) [EG.USE.COMM.GD.PP.KD]",Combustible renewables and waste (% of total energy) [EG.USE.CRNW.ZS],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Pump price for diesel fuel (US$ per liter) [EP.PMP.DESL.CD],Pump price for gasoline (US$ per liter) [EP.PMP.SGAS.CD],Natural gas rents (% of GDP) [NY.GDP.NGAS.RT.ZS],Fuel exports (% of merchandise exports) [TX.VAL.FUEL.ZS.UN],Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS]
2013,YR2013,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,0.022658938,..
2013,YR2013,Gabon,GAB,..,..,..,..,..,..,..,..,..,0.326638295,..,42.36180112
2013,YR2013,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,0,..
2013,YR2013,Georgia,GEO,..,..,..,..,..,..,..,..,..,0.002907301,3.274959698,0.169413185
2013,YR2013,Germany,DEU,11.37548393,11.11245762,61.67769047,11.18282566,89.98909461,8.801816241,3873.634304,..,..,0.0310324,2.877861859,0.040471155
2013,YR2013,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,43.10507395,6.197554738
2013,YR2013,Greece,GRC,11.69495901,11.08776438,60.45418425,5.644173333,90.18950674,5.769329454,2170.029986,..,..,0.000309023,39.89564825,0.014657881
2013,YR2013,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,7.05E-05,..
2013,YR2013,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,4.627366274,0.515909325
2013,YR2013,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,5.01E-06,..
2013,YR2013,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,3.096090515,..
2013,YR2013,Hungary,HUN,10.16314776,9.866605458,54.77815477,18.41709559,101.3519801,7.621046017,2312.992048,..,..,0.146678017,3.58677903,0.257333169
2013,YR2013,Iceland,ISL,2.517329854,2.456707624,10.95500281,89.01360845,407.0488446,0.031388738,16678.89574,..,..,..,1.599132744,..
2013,YR2013,India,IND,..,..,..,..,..,..,..,..,..,0.213556008,20.3491444,1.203978584
2013,YR2013,Indonesia,IDN,..,..,..,..,..,..,..,..,..,0.377458406,31.62395987,2.25524627
2013,YR2013,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,5.495562969,..,22.82457245
2013,YR2013,Iraq,IRQ,..,..,..,..,..,..,..,..,..,0.047029597,99.79018531,42.88254238
2013,YR2013,Ireland,IRL,16.10250353,15.85792142,81.03891451,3.366121715,63.0599669,3.266728284,2912.216357,..,..,0.015645935,0.950004587,..
2013,YR2013,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Israel,ISR,10.61860393,10.16239353,73.63326039,4.691679064,98.40201495,0.149704176,3079.381972,..,..,0.324336262,1.582431891,0.004108818
2013,YR2013,Italy,ITA,13.66939628,13.19106847,77.4965262,8.306292323,75.80887038,8.223959718,2561.855617,..,..,0.038096081,4.289276823,0.146217966
2013,YR2013,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,24.02551094,..
2013,YR2013,Japan,JPN,10.17605263,10.00496051,93.99931272,2.8930924,99.95041945,2.358393383,3559.665225,..,..,0.010749384,2.320298089,0.002878912
2013,YR2013,Jordan,JOR,..,..,..,..,..,..,..,..,..,0.053006441,0.174325477,0.002004646
2013,YR2013,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,1.180782541,76.24873911,23.75635097
2013,YR2013,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,0.97074405,..
2013,YR2013,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,32.4586508,..
2013,YR2013,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,"Korea, Rep.",KOR,6.336929007,6.259412757,83.40437732,14.09599128,159.7593958,1.76928216,5221.627068,..,..,0.005948539,9.539521523,0.001919977
2013,YR2013,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Kuwait,KWT,..,..,..,..,..,..,..,..,..,1.611330909,94.22115693,57.47408414
2013,YR2013,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,0.047560471,20.60761043,0.644595258
2013,YR2013,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,7.772745881,..
2013,YR2013,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,9.973296993,..
2013,YR2013,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Libya,LBY,..,..,..,..,..,..,..,..,..,2.675328884,..,44.19065317
2013,YR2013,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,23.16311547,0.125216945
2013,YR2013,Luxembourg,LUX,12.77051805,12.26862239,96.72083381,0.600290424,81.50874387,3.940344726,7326.768625,..,..,0.000700127,0.925873245,..
2013,YR2013,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,2.496904359,..
2013,YR2013,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,4.760173629,..
2013,YR2013,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,0.03656084,..
2013,YR2013,Malaysia,MYS,..,..,..,..,..,..,..,..,..,3.182177755,22.25818759,5.630988502
2013,YR2013,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,0.046303721,..
2013,YR2013,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Malta,MLT,..,..,..,..,..,..,..,..,..,..,42.48345915,..
2013,YR2013,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Mauritania,MRT,..,..,..,..,..,..,..,..,..,0,2.96776472,4.10445236
2013,YR2013,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,0.000551443,..
2013,YR2013,Mexico,MEX,10.95265538,10.94227108,-19.140761,6.304278678,91.38870646,4.611523489,1475.074359,..,..,0.518331779,13.01668447,6.063851334
2013,YR2013,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,0.193200041,0.078471058
2013,YR2013,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,41.67340709,3.476290888
2013,YR2013,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Morocco,MAR,..,..,..,..,..,..,..,..,..,0.011711287,5.02795104,0.004313436
2013,YR2013,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,4.11220407,33.46354945,0.13926762
2013,YR2013,Myanmar,MMR,..,..,..,..,..,..,..,..,..,3.379024781,..,0.845837198
2013,YR2013,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,1.261596442,..
2013,YR2013,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,0.003173369,..
2013,YR2013,Netherlands,NLD,10.17400777,9.875983888,10.14495478,1.738833718,101.2557343,4.460233889,4593.763895,..,..,0.940287693,19.51036413,0.075533157
2013,YR2013,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,0.014776094,..
2013,YR2013,New Zealand,NZL,8.000209074,7.596467397,15.70043272,31.44579618,131.6401358,6.575068817,4187.651111,..,..,0.397087387,3.729024698,0.526932655
2013,YR2013,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,0.461374535,..
2013,YR2013,Niger,NER,..,..,..,..,..,..,..,..,..,..,31.49421377,8.005334197
2013,YR2013,Nigeria,NGA,..,..,..,..,..,..,..,..,..,0.917391608,87.62066464,13.60928521
2013,YR2013,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Norway,NOR,10.11943077,9.762035917,-471.9703138,34.02784158,102.4376481,5.132532301,6486.546935,..,..,2.190922047,67.44228436,8.342254517
2013,YR2013,Oman,OMN,..,..,..,..,..,..,..,..,..,4.215519821,82.53709929,34.54598649
2013,YR2013,Pakistan,PAK,..,..,..,..,..,..,..,..,..,1.95945642,2.105409262,0.914655603
2013,YR2013,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Panama,PAN,..,..,..,..,..,..,..,..,..,..,0.467954482,..
2013,YR2013,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,0,..,5.65692317
2013,YR2013,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,24.02367796,..
2013,YR2013,Peru,PER,..,..,..,..,..,..,..,..,..,0.695987528,16.11423828,1.490403049
2013,YR2013,Philippines,PHL,..,..,..,..,..,..,..,..,..,0.199827588,3.877939421,0.206385127
2013,YR2013,Poland,POL,9.368814836,9.083536101,27.61783215,0.78633125,110.0892856,8.310449812,2551.320635,..,..,0.094429053,4.593661204,0.105060678
2013,YR2013,Portugal,PRT,13.09482494,12.21832648,75.32177307,11.2422594,81.8442691,13.55324517,2111.615767,..,..,..,10.22026197,..
2013,YR2013,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Qatar,QAT,..,..,..,..,..,..,..,..,..,11.20843402,88.6806235,23.39093521
2013,YR2013,Romania,ROM,..,..,..,..,..,..,..,..,..,0.608875849,4.849764578,1.19206037
2013,YR2013,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,2.005733129,71.24755569,13.73811034
2013,YR2013,Rwanda,RWA,..,..,..,..,..,..,..,..,..,0,0.08490666,..
2013,YR2013,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,0.517219001,..
2013,YR2013,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,2.719360482,87.42003948,43.6025555
2013,YR2013,Senegal,SEN,..,..,..,..,..,..,..,..,..,0.040441745,19.92924185,..
2013,YR2013,Serbia,SRB,..,..,..,..,..,..,..,..,..,0.130691022,..,1.280575776
2013,YR2013,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,17.37976764,..
2013,YR2013,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Slovak Republic,SVK,8.502965776,8.266312379,61.2155139,27.31970876,120.9729265,5.787580971,3126.40575,..,..,0.01388076,5.489999643,0.007062943
2013,YR2013,Slovenia,SVN,9.000706992,8.586446563,46.89338604,28.00490373,116.4626126,10.8205049,3185.282868,..,..,0.000692601,6.697134397,0.000296757
2013,YR2013,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,0.007357106,..
2013,YR2013,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,South Africa,ZAF,..,..,..,..,..,..,..,..,..,0.047148172,11.32038802,0.030082605
2013,YR2013,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,25.79125233
2013,YR2013,Spain,ESP,13.00980087,12.49085039,70.9569737,21.74561356,80.0586004,5.499088875,2500.230813,..,..,0.000464767,6.785667018,0.015192863
2013,YR2013,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,0.32295097,..
2013,YR2013,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,5.64348203
2013,YR2013,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,8.223627902
2013,YR2013,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Sweden,SWE,8.914785065,8.683702499,29.43807653,48.502343,115.1582519,21.2373497,5001.351092,..,..,..,7.686641204,..
2013,YR2013,Switzerland,CHE,17.23182052,16.630654,51.54555585,39.44638614,60.12992633,9.193383195,3301.850112,..,..,0.000199617,1.659356368,..
2013,YR2013,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,0.013724766,..,0.200897822
2013,YR2013,Tanzania,TZA,..,..,..,..,..,..,..,..,..,0.33107043,3.478341044,..
2013,YR2013,Thailand,THA,..,..,..,..,..,..,..,..,..,1.583490533,5.961304545,1.989357548
2013,YR2013,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Togo,TGO,..,..,..,..,..,..,..,..,..,..,1.221760249,..
2013,YR2013,Tonga,TON,..,..,..,..,..,..,..,..,..,..,0.164328812,..
2013,YR2013,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,20.24980864,..,14.08771938
2013,YR2013,Tunisia,TUN,..,..,..,..,..,..,..,..,..,0.964397491,15.21603145,4.068512855
2013,YR2013,Turkey,TUR,12.15198903,12.00414284,73.86868393,7.924006338,83.30457353,3.678079048,1546.141803,..,..,0.006865319,4.258095309,0.167593664
2013,YR2013,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,16.00017807,..,16.0562203
2013,YR2013,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Uganda,UGA,..,..,..,..,..,..,..,..,..,0,1.073146115,0
2013,YR2013,Ukraine,UKR,..,..,..,..,..,..,..,..,..,1.106729174,4.200170917,0.696412351
2013,YR2013,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,2.060401714,..,21.62782572
2013,YR2013,United Kingdom,GBR,13.05654262,12.57746234,42.55304543,11.29839252,79.5072943,3.830512831,2967.291259,..,..,0.151201058,13.36832725,0.822548247
2013,YR2013,United States,USA,7.668339192,7.422503726,14.96895757,12.06038862,134.7254292,4.161638565,6908.933252,..,..,0,10.93323772,0.927012583
2013,YR2013,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,0.511163235,..
2013,YR2013,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,10.22969358,..,3.154562336
2013,YR2013,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,1.184421811,97.66786136,23.61654631
2013,YR2013,Vietnam,VNM,..,..,..,..,..,..,..,..,..,0.862234438,7.349834783,6.111881558
2013,YR2013,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,4.56071761,75.93901811,11.12736633
2013,YR2013,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,1.912876131,..
2013,YR2013,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,1.137388761,..
2014,YR2014,Afghanistan,AFG,..,..,..,..,..,..,..,1.19,1.07,..,..,..
2014,YR2014,Albania,ALB,..,..,..,..,..,..,..,1.71,1.76,..,1.567523363,..
2014,YR2014,Algeria,DZA,..,..,..,..,..,..,..,0.16,0.27,..,95.90300485,..
2014,YR2014,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Andorra,ADO,..,..,..,..,..,..,..,1.35,1.51,..,..,..
2014,YR2014,Angola,AGO,..,..,..,..,..,..,..,0.51,0.76,..,..,..
2014,YR2014,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Argentina,ARG,..,..,..,..,..,..,..,1.33,1.52,..,4.752525283,..
2014,YR2014,Armenia,ARM,..,..,..,..,..,..,..,1.16,1.3,..,6.339750761,..
2014,YR2014,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Australia,AUS,..,..,..,..,..,..,..,1.28,1.23,..,28.01940925,..
2014,YR2014,Austria,AUT,..,..,..,..,..,..,..,1.55,1.6,..,..,..
2014,YR2014,Azerbaijan,AZE,..,..,..,..,..,..,..,0.77,1.21,..,92.63841257,..
2014,YR2014,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,1.05,..,0,..
2014,YR2014,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Bangladesh,BGD,..,..,..,..,..,..,..,0.9,1.3,..,..,..
2014,YR2014,Barbados,BRB,..,..,..,..,..,..,..,1.44,1.81,..,9.42637536,..
2014,YR2014,Belarus,BLR,..,..,..,..,..,..,..,1.06,1.06,..,33.53845381,..
2014,YR2014,Belgium,BEL,..,..,..,..,..,..,..,1.69,1.9,..,11.33667661,..
2014,YR2014,Belize,BLZ,..,..,..,..,..,..,..,..,1.37,..,..,..
2014,YR2014,Benin,BEN,..,..,..,..,..,..,..,1.1,1.03,..,0.254283397,..
2014,YR2014,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Bhutan,BTN,..,..,..,..,..,..,..,0.84,1.04,..,..,..
2014,YR2014,Bolivia,BOL,..,..,..,..,..,..,..,0.54,0.7,..,57.82125731,..
2014,YR2014,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,1.54,1.51,..,9.396595726,..
2014,YR2014,Botswana,BWA,..,..,..,..,..,..,..,1.07,1.06,..,0.488134903,..
2014,YR2014,Brazil,BRA,..,..,..,..,..,..,..,1.02,1.27,..,9.246522347,..
2014,YR2014,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,0.41,..,92.53989246,..
2014,YR2014,Bulgaria,BGR,..,..,..,..,..,..,..,1.51,1.49,..,11.166175,..
2014,YR2014,Burkina Faso,BFA,..,..,..,..,..,..,..,1.25,1.4,..,11.73303093,..
2014,YR2014,Burundi,BDI,..,..,..,..,..,..,..,1.43,1.53,..,0.039931806,..
2014,YR2014,Cabo Verde,CPV,..,..,..,..,..,..,..,1.31,1.56,..,..,..
2014,YR2014,Cambodia,KHM,..,..,..,..,..,..,..,1.24,1.34,..,..,..
2014,YR2014,Cameroon,CMR,..,..,..,..,..,..,..,1.14,1.24,..,54.38476894,..
2014,YR2014,Canada,CAN,..,..,..,..,..,..,..,1.16,1.17,..,28.06033808,..
2014,YR2014,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Central African Republic,CAF,..,..,..,..,..,..,..,1.66,1.69,..,..,..
2014,YR2014,Chad,TCD,..,..,..,..,..,..,..,0.99,0.9,..,..,..
2014,YR2014,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Chile,CHL,..,..,..,..,..,..,..,1.09,1.52,..,0.851660741,..
2014,YR2014,China,CHN,..,..,..,..,..,..,..,1.09,1.17,..,1.458754918,..
2014,YR2014,Colombia,COL,..,..,..,..,..,..,..,1.04,1.08,..,..,..
2014,YR2014,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,1.67,1.68,..,..,..
2014,YR2014,"Congo, Rep.",COG,..,..,..,..,..,..,..,0.9,1.13,..,..,..
2014,YR2014,Costa Rica,CRI,..,..,..,..,..,..,..,1.21,1.44,..,..,..
2014,YR2014,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,1.17,1.42,..,21.4559799,..
2014,YR2014,Croatia,HRV,..,..,..,..,..,..,..,1.59,1.66,..,13.44972929,..
2014,YR2014,Cuba,CUB,..,..,..,..,..,..,..,1.2,1.4,..,..,..
2014,YR2014,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Cyprus,CYP,..,..,..,..,..,..,..,1.65,1.61,..,0,..
2014,YR2014,Czech Republic,CZE,..,..,..,..,..,..,..,1.6,1.67,..,2.656397823,..
2014,YR2014,Denmark,DNK,..,..,..,..,..,..,..,1.8,2.01,..,6.57030621,..
2014,YR2014,Djibouti,DJI,..,..,..,..,..,..,..,1.21,1.41,..,..,..
2014,YR2014,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Dominican Republic,DOM,..,..,..,..,..,..,..,1.21,1.41,..,6.778126307,..
2014,YR2014,Ecuador,ECU,..,..,..,..,..,..,..,0.29,0.6,..,53.10023317,..
2014,YR2014,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,0.25,0.88,..,23.87798311,..
2014,YR2014,El Salvador,SLV,..,..,..,..,..,..,..,1.02,1.12,..,2.583534807,..
2014,YR2014,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Eritrea,ERI,..,..,..,..,..,..,..,3,3.33,..,..,..
2014,YR2014,Estonia,EST,..,..,..,..,..,..,..,1.51,1.46,..,10.66785145,..
2014,YR2014,Ethiopia,ETH,..,..,..,..,..,..,..,0.89,0.99,..,..,..
2014,YR2014,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Fiji,FJI,..,..,..,..,..,..,..,1.18,1.34,..,0.006267315,..
2014,YR2014,Finland,FIN,..,..,..,..,..,..,..,1.78,1.89,..,11.03073712,..
2014,YR2014,France,FRA,..,..,..,..,..,..,..,1.63,1.79,..,3.903878421,..
2014,YR2014,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Gabon,GAB,..,..,..,..,..,..,..,0.9,1.02,..,..,..
2014,YR2014,"Gambia, The",GMB,..,..,..,..,..,..,..,1.29,1.37,..,0,..
2014,YR2014,Georgia,GEO,..,..,..,..,..,..,..,1.24,1.24,..,3.867695961,..
2014,YR2014,Germany,DEU,..,..,..,..,..,..,..,1.58,1.8,..,2.732085062,..
2014,YR2014,Ghana,GHA,..,..,..,..,..,..,..,1.03,1.06,..,..,..
2014,YR2014,Greece,GRC,..,..,..,..,..,..,..,1.63,1.98,..,38.50173602,..
2014,YR2014,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,3.68E-05,..
2014,YR2014,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Guatemala,GTM,..,..,..,..,..,..,..,0.9,1.01,..,6.561547123,..
2014,YR2014,Guinea,GIN,..,..,..,..,..,..,..,1.45,1.45,..,..,..
2014,YR2014,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Guyana,GUY,..,..,..,..,..,..,..,1.11,1.15,..,0.000520125,..
2014,YR2014,Haiti,HTI,..,..,..,..,..,..,..,0.94,1.16,..,..,..
2014,YR2014,Honduras,HND,..,..,..,..,..,..,..,1.03,1.2,..,..,..
2014,YR2014,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,1.56,2.06,..,..,..
2014,YR2014,Hungary,HUN,..,..,..,..,..,..,..,1.65,1.58,..,3.49185072,..
2014,YR2014,Iceland,ISL,..,..,..,..,..,..,..,1.86,1.85,..,1.985218464,..
2014,YR2014,India,IND,..,..,..,..,..,..,..,0.91,1.1,..,19.62662315,..
2014,YR2014,Indonesia,IDN,..,..,..,..,..,..,..,0.62,0.93,..,..,..
2014,YR2014,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,0.187,0.374,..,..,..
2014,YR2014,Iraq,IRQ,..,..,..,..,..,..,..,..,0.43,..,..,..
2014,YR2014,Ireland,IRL,..,..,..,..,..,..,..,1.84,1.92,..,0.92938718,..
2014,YR2014,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Israel,ISR,..,..,..,..,..,..,..,2.08,1.88,..,1.144695922,..
2014,YR2014,Italy,ITA,..,..,..,..,..,..,..,2.01,2.14,..,3.768189056,..
2014,YR2014,Jamaica,JAM,..,..,..,..,..,..,..,1.06,1.14,..,22.29233913,..
2014,YR2014,Japan,JPN,..,..,..,..,..,..,..,1.1,1.38,..,2.228131913,..
2014,YR2014,Jordan,JOR,..,..,..,..,..,..,..,0.82,1.27,..,0.168398552,..
2014,YR2014,Kazakhstan,KAZ,..,..,..,..,..,..,..,0.64,0.81,..,77.81376432,..
2014,YR2014,Kenya,KEN,..,..,..,..,..,..,..,1.07,1.21,..,..,..
2014,YR2014,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,0.94,..,..,..
2014,YR2014,"Korea, Rep.",KOR,..,..,..,..,..,..,..,1.37,1.55,..,..,..
2014,YR2014,Kosovo,KSV,..,..,..,..,..,..,..,1.55,1.54,..,..,..
2014,YR2014,Kuwait,KWT,..,..,..,..,..,..,..,0.19,0.22,..,..,..
2014,YR2014,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,0.76,0.94,..,..,..
2014,YR2014,Lao PDR,LAO,..,..,..,..,..,..,..,1.08,1.4,..,..,..
2014,YR2014,Latvia,LVA,..,..,..,..,..,..,..,1.49,1.48,..,7.55857418,..
2014,YR2014,Lebanon,LBN,..,..,..,..,..,..,..,0.73,0.96,..,..,..
2014,YR2014,Lesotho,LSO,..,..,..,..,..,..,..,1.07,1.03,..,..,..
2014,YR2014,Liberia,LBR,..,..,..,..,..,..,..,0.94,0.91,..,..,..
2014,YR2014,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Liechtenstein,LIE,..,..,..,..,..,..,..,1.79,1.74,..,..,..
2014,YR2014,Lithuania,LTU,..,..,..,..,..,..,..,1.5,1.57,..,17.68516519,..
2014,YR2014,Luxembourg,LUX,..,..,..,..,..,..,..,1.39,1.52,..,0.819896182,..
2014,YR2014,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,0,..
2014,YR2014,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,1.27,1.49,..,1.760751156,..
2014,YR2014,Madagascar,MDG,..,..,..,..,..,..,..,1.09,1.35,..,..,..
2014,YR2014,Malawi,MWI,..,..,..,..,..,..,..,1.8,1.78,..,..,..
2014,YR2014,Malaysia,MYS,..,..,..,..,..,..,..,0.65,0.68,..,22.01118769,..
2014,YR2014,Maldives,MDV,..,..,..,..,..,..,..,0.98,1.63,..,0.046677738,..
